Configuration,Term,J,"Level 
 (cm-1)","Uncertainty 
 (cm-1)",Landé-g,Leading percentages,,,,,,,Reference
,,3/2,87 470.5419,0.0016,,,,,,,,,L18847
,,5/2,87 514.7986,0.0016,,,,,,,,,L18847
,,7/2,87 587.8656,0.0016,,,,,,,,,L18847
,,9/2,87 687.5091,0.0016,,,,,,,,,L18847
,,,,,,,,,,,,,
3d4(5D)4d,e 6F,1/2,87 594.5655,0.0016,,,,,,,,,L18847
,,3/2,87 666.2064,0.0016,,,,,,,,,L18847
,,5/2,87 759.0619,0.0016,,,,,,,,,L18847
,,7/2,87 858.4683,0.0016,,,,,,,,,L18847
,,9/2,87 948.5333,0.0016,,,,,,,,,L18847
,,11/2,88 001.3383,0.0016,,,,,,,,,L18847
,,,,,,,,,,,,,
3d3(4F)4s4p(3P°),u 4F°,3/2,87 628.733,0.006,,,,,,,,,L18847
,,5/2,87 766.582,0.004,,,,,,,,,L18847
,,7/2,87 916.663,0.003,,,,,,,,,L18847
,,9/2,88 073.435,0.004,,,,,,,,,L18847
,,,,,,,,,,,,,
3d3(4F)4s4p(3P°),u 2D°,3/2,88 604.250,0.007,,,,,,,,,L18847
,,5/2,89 164.516,0.005,,,,,,,,,L18847
,,,,,,,,,,,,,
3d4(5D)4d,e 4G,5/2,89 055.9455,0.0016,,,,,,,,,L18847
,,7/2,89 173.9920,0.0016,,,,,,,,,L18847
,,9/2,89 325.2787,0.0016,,,,,,,,,L18847
,,11/2,89 508.4990,0.0016,,,,,,,,,L18847
,,,,,,,,,,,,,
3d4(5D)4d,e 4P,1/2,89 254.4700,0.0020,,,,,,,,,L18847
,,3/2,89 277.9218,0.0016,,,,,,,,,L18847
,,5/2,89 336.8100,0.0016,,,,,,,,,L18847
,,,,,,,,,,,,,
3d4(b 3P)4p,y 4P°,3/2,89 422.324,0.003,,88,,,,6,3d4(b 3P)4p,4D°,"L18847,L7185"
,,5/2,89 453.029,0.002,,82,,,,7,3d4(b 3P)4p,4D°,"L18847,L7185"
,,1/2,89 507.959,0.006,,95,,,,,,,"L18847,L7185"
,,,,,,,,,,,,,
3d4(5D)4d,f 4D,1/2,89 651.621,0.002,,,,,,,,,L18847
,,3/2,89 724.1745,0.0017,,,,,,,,,L18847
,,5/2,89 812.3994,0.0017,,,,,,,,,L18847
,,7/2,89 885.0091,0.0017,,,,,,,,,L18847
,,,,,,,,,,,,,
3d4(b 3P)4p,v 4D°,7/2,90 218.405,0.003,,69,,,,26,3d4(b 3F)4p,4D°,"L18847,L7185"
,,5/2,90 258.186,0.004,,51,,,,20,3d4(b 3F)4p,4D°,"L18847,L7185"
,,3/2,90 450.620,0.005,,61,,,,24,3d4(b 3F)4p,4D°,"L18847,L7185"
,,1/2,90 475.364,0.011,,70,,,,26,3d4(b 3F)4p,4D°,"L18847,L7185"
,,,,,,,,,,,,,
3d4(b 3F)4p,v 4F°,3/2,90 262.119,0.007,,97,,,,,,,"L18847,L7185"
,,5/2,90 441.753,0.005,,93,,,,,,,"L18847,L7185"
,,7/2,90 489.831,0.002,,95,,,,,,,"L18847,L7185"
,,9/2,90 588.5539,0.0017,,98,,,,,,,"L18847,L7185"
,,,,,,,,,,,,,
3d4(5D)4d,e 4F,3/2,90 512.5109,0.0017,,,,,,,,,L18847
,,5/2,90 608.9577,0.0017,,,,,,,,,L18847
,,7/2,90 725.8123,0.0017,,,,,,,,,L18847
,,9/2,90 850.9636,0.0017,,,,,,,,,L18847
,,,,,,,,,,,,,
3d4(b 3F)4p,t 2F°,5/2,90 706.824,0.005,,85,,,,5,3d4(b 3F)4p,4G°,"L18847,L7185"
,,7/2,90 830.794,0.003,,87,,,,5,3d4(b 1G)4p,2F°,"L18847,L7185"
,,,,,,,,,,,,,
3d4(b 3F)4p,w 4G°,5/2,91 078.704,0.004,,,,,,,,,L18847
,,7/2,91 122.844,0.003,,95,,,,,,,"L18847,L7185"
,,9/2,91 189.4660,0.0017,,98,,,,,,,"L18847,L7185"
,,11/2,91 291.9657,0.0017,,,,,,,,,L18847
,,,,,,,,,,,,,
3d4(b 3P)4p,t 2D°,5/2,91 426.036,0.003,,50,,,,18,3d4(1F)4p,2D°,"L18847,L7185"
,,3/2,91 556.359,0.006,,53,,,,21,3d4(b 3F)4p,2D°,"L18847,L7185"
,,,,,,,,,,,,,
3d3(4F)4s4p(3P°),t 2G°,7/2,91 752.176,0.009,,,,,,,,,L18847
,,9/2,92 144.162,0.010,,,,,,,,,L18847
,,,,,,,,,,,,,
3d4(5D)4d,e 6S,5/2,91 955.3340,0.0017,,,,,,,,,L18847
,,,,,,,,,,,,,
3d3(4P)4s4p(3P°),x 6P°,3/2,92 234.942,0.004,,,,,,,,,L18847
,,5/2,92 417.9556,0.0017,,,,,,,,,L18847
,,7/2,92 653.2667,0.0017,,,,,,,,,L18847
,,,,,,,,,,,,,
3d4(b 3P)4p,y 4S°,3/2,92 612.201,0.002,,97,,,,,,,"L18847,L7185"
,,,,,,,,,,,,,
3d4(5D)5p,6F°,1/2,92 988.8116,0.0017,,,,,,,,,L18847
,,3/2,93 047.2873,0.0017,,,,,,,,,L18847
,,5/2,93 143.8531,0.0017,,,,,,,,,L18847
,,7/2,93 276.8352,0.0017,,,,,,,,,L18847
,,9/2,93 444.1417,0.0017,,,,,,,,,L18847
,,11/2,93 643.3797,0.0017,,,,,,,,,L18847
,,,,,,,,,,,,,
3d4(b 3F)4p,t 4D°,7/2,93 531.6906,0.0017,,73,,,,27,3d4(b 3P)4p,4D°,"L18847,L7185"
,,5/2,93 670.985,0.002,,72,,,,72,3d4(b 3P)4p,4D°,"L18847,L7185"
,,3/2,93 769.976,0.002,,72,,,,27,3d4(b 3P)4p,4D°,"L18847,L7185"
,,1/2,93 800.478,0.003,,72,,,,27,3d4(b 3P)4p,4D°,"L18847,L7185"
,,,,,,,,,,,,,
3d4(5D)5p,6D°,3/2,93 574.4177,0.0017,,,,,,,,,L18847
,,5/2,93 776.1250,0.0017,,,,,,,,,L18847
,,7/2,93 966.4264,0.0017,,,,,,,,,L18847
,,9/2,94 177.1611,0.0017,,,,,,,,,L18847
,,,,,,,,,,,,,
3d4(b 3F)4p,u 2G°,9/2,93 641.483,0.003,,98,,,,,,,"L18847,L7185"
,,7/2,93 801.539,0.005,,98,,,,,,,"L18847,L7185"
,,,,,,,,,,,,,
3d4(5D)5p,4P°,3/2,93 740.241,0.015,,,,,,,,,L18847
,,5/2,93 974.0209,0.0017,,,,,,,,,L18847
,,,,,,,,,,,,,
3d3(4F)4s4p(3P°),s 2F°,5/2,93 890.684,0.007,,,,,,,,,L18847
,,7/2,94 218.633,0.006,,,,,,,,,L18847
,,,,,,,,,,,,,
3d3(4P)4s4p(3P°),x 6D°,1/2,93 968.6812,0.0017,,,,,,,,,L18847
,,3/2,94 098.109,0.003,,,,,,,,,L18847
,,5/2,94 265.8956,0.0018,,,,,,,,,L18847
,,7/2,94 452.6258,0.0018,,,,,,,,,L18847
,,9/2,94 656.2153,0.0018,,,,,,,,,L18847
,,,,,,,,,,,,,
3d4(5D)5p,6P°,3/2,94 002.493,0.003,,,,,,,,,L18847
,,5/2,94 144.4013,0.0017,,,,,,,,,L18847
,,7/2,94 363.4874,0.0018,,,,,,,,,L18847
,,,,,,,,,,,,,
3d4(5D)5p,4F°,3/2,94 256.0540,0.0018,,,,,,,,,L18847
,,5/2,94 365.1938,0.0018,,,,,,,,,L18847
,,7/2,94 522.3064,0.0018,,,,,,,,,L18847
,,9/2,94 749.2299,0.0018,,,,,,,,,L18847
,,,,,,,,,,,,,
3d4(b 3P)4p,v 2P°,3/2,94 383.150,0.009,,94,,,,,,,"L18847,L7185"
,,1/2,94 624.697,0.013,,92,,,,,,,"L18847,L7185"
,,,,,,,,,,,,,
3d4(5D)5p,4D°,1/2,94 839.2478,0.0018,,,,,,,,,L18847
,,3/2,94 932.9419,0.0018,,,,,,,,,L18847
,,5/2,95 076.7096,0.0018,,,,,,,,,L18847
,,7/2,95 250.6728,0.0018,,,,,,,,,L18847
,,,,,,,,,,,,,
3d4(b 3P)4p,y 2S°,1/2,96 245.32,0.10,,98,,,,,,,L7185
,,,,,,,,,,,,,
3d3(2G)4s4p(3P°),t 4G°,5/2,97 070.965,0.019,,,,,,,,,L18847
,,7/2,97 187.099,0.015,,,,,,,,,L18847
,,9/2,97 333.124,0.013,,,,,,,,,L18847
,,11/2,97 493.520,0.013,,,,,,,,,L18847
,,,,,,,,,,,,,
3d3(4P)4s4p(3P°),w 4P°,1/2,97 168.47,0.05,,,,,,,,,L18847
,,5/2,97 182.551,0.010,,,,,,,,,L18847
,,3/2,97 294.05,0.02,,,,,,,,,L18847
,,,,,,,,,,,,,
3d4(b 1G)4p,v 2H°,9/2,97 480.144,0.007,,86,,,,12,3d4(b 1G)4p,2G°,"L18847,L7185"
,,11/2,97 899.355,0.005,,97,,,,,,,"L18847,L7185"
,,,,,,,,,,,,,
3d4(b 1G)4p,s 2G°,7/2,97 728.224,0.012,,97,,,,,,,"L18847,L7185"
,,9/2,97 904.346,0.004,,86,,,,12,3d4(b 1G)4p,2H°,"L18847,L7185"
,,,,,,,,,,,,,
3d3(4P)4s4p(3P°),z 6S°,5/2,97 875.013,0.015,,,,,,,,,L18847
,,,,,,,,,,,,,
3d4(b 3F)4p,s 2D°,5/2,98 207.409,0.003,,71,,,,29,3d4(b 3P)4p,2D°,"L18847,L7185"
,,3/2,98 315.011,0.006,,70,,,,29,3d4(b 3P)4p,2D°,"L18847,L7185"
,,,,,,,,,,,,,
3d3(2G)4s4p(3P°),t 4F°,3/2,98 578.49,0.06,,,,,,,,,L18847
,,5/2,98 641.85,0.05,,,,,,,,,L18847
,,7/2,98 719.33,0.04,,,,,,,,,L18847
,,9/2,98 812.54,0.07,,,,,,,,,L18847
,,,,,,,,,,,,,
3d4(b 1G)4p,r 2F°,7/2,99 069.261,0.006,,87,,,,8,3d4(b 3F)4p,2F°,"L18847,L7185"
,,5/2,99 243.935,0.011,,86,,,,6,3d4(b 3F)4p,2F°,"L18847,L7185"
,,,,,,,,,,,,,
3d4(a 3P)5s,f 4P,1/2,99 677.850,0.006,,,,,,,,,L18847
,,3/2,100 040.170,0.002,,,,,,,,,L18847
,,5/2,100 650.456,0.002,,,,,,,,,L18847
,,,,,,,,,,,,,
3d4(3H)5s,e 4H,7/2,100 068.8575,0.0019,,,,,,,,,L18847
,,9/2,100 135.7771,0.0019,,,,,,,,,L18847
,,11/2,100 221.5925,0.0019,,,,,,,,,L18847
,,13/2,100 322.0757,0.0019,,,,,,,,,L18847
,,,,,,,,,,,,,
3d3(2P)4s4p(3P°),r 4D°,3/2,100 691.82,0.02,,,,,,,,,L18847
,,5/2,101 074.517,0.014,,,,,,,,,L18847
,,7/2,101 514.188,0.009,,,,,,,,,L18847
,,,,,,,,,,,,,
3d4(a 3P)5s,e 2P,1/2,100 782.819,0.009,,,,,,,,,L18847
,,3/2,101 492.819,0.004,,,,,,,,,L18847
,,,,,,,,,,,,,
3d4(3H)5s,e 2H,9/2,101 021.7966,0.0019,,,,,,,,,L18847
,,11/2,101 194.7837,0.0019,,,,,,,,,L18847
,,,,,,,,,,,,,
3d3(4P)4s4p(3P°),u 2P°,3/2,101 157.763,0.014,,,,,,,,,L18847
,,,,,,,,,,,,,
3d3(2H)4s4p(3P°),w 4H°,7/2,101 170.33,0.05,,,,,,,,,L18847
,,9/2,101 296.54,0.06,,,,,,,,,L18847
,,11/2,101 782.96,0.10,,,,,,,,,L18847
,,13/2,101 900.58,0.09,,,,,,,,,L18847
,,,,,,,,,,,,,
3d4(a 3F)5s,f 4F,3/2,101 245.003,0.004,,,,,,,,,L18847
,,5/2,101 276.546,0.004,,,,,,,,,L18847
,,7/2,101 321.812,0.004,,,,,,,,,L18847
,,9/2,101 382.939,0.003,,,,,,,,,L18847
,,,,,,,,,,,,,
3d3(2G)4s4p(3P°),u 2H°,9/2,101 696.15,0.03,,,,,,,,,L18847
,,11/2,101 932.227,0.014,,,,,,,,,L18847
,,,,,,,,,,,,,
3d3(2G)4s4p(3P°),p 2F°,7/2,101 864.17,0.03,,,,,,,,,L18847
,,5/2,102 145.63,0.03,,,,,,,,,L18847
,,,,,,,,,,,,,
3d3(2G)4s4p(3P°),r 2G°,9/2,101 938.06,0.04,,,,,,,,,L18847
,,7/2,102 121.99,0.04,,,,,,,,,L18847
,,,,,,,,,,,,,
3d3(a 2D)4s4p(3P°),s 4F°,3/2,101 986.9773,0.0019,,,,,,,,,L18847
,,5/2,102 297.07,0.03,,,,,,,,,L18847
,,7/2,102 492.53,0.02,,,,,,,,,L18847
,,9/2,102 725.542,0.008,,,,,,,,,L18847
,,,,,,,,,,,,,
3d4(a 3F)5s,f 2F,5/2,102 148.708,0.005,,,,,,,,,L18847
,,7/2,102 243.151,0.004,,,,,,,,,L18847
,,,,,,,,,,,,,
3d3(4P)4s4p(3P°),q 4D°,3/2,102 602.312,0.007,,,,,,,,,L18847
,,1/2,102 619.63,0.04,,,,,,,,,L18847
,,5/2,102 655.91,0.04,,,,,,,,,L18847
,,7/2,102 831.589,0.013,,,,,,,,,L18847
,,,,,,,,,,,,,
3d3(4F)4s4p(1P°),s 4G°,5/2,102 678.999,0.007,,,,,,,,,L18847
,,7/2,102 914.947,0.003,,,,,,,,,L18847
,,9/2,103 199.801,0.006,,,,,,,,,L18847
,,11/2,103 513.546,0.002,,,,,,,,,L18847
,,,,,,,,,,,,,
3d3(2P)4s4p(3P°),x 4S°,3/2,102 684.39,0.07,,,,,,,,,L18847
,,,,,,,,,,,,,
3d4(3G)5s,f 4G,7/2,103 527.4212,0.0019,,,,,,,,,L18847
,,9/2,103 627.036,0.002,,,,,,,,,L18847
,,11/2,103 737.0000,0.0020,,,,,,,,,L18847
,,,,,,,,,,,,,
3d4(a 3P)4d,4F,3/2,103 645.690,0.003,,,,,,,,,L18847
,,5/2,103 787.163,0.004,,,,,,,,,L18847
,,7/2,104 035.673,0.002,,,,,,,,,L18847
,,9/2,104 397.2285,0.0020,,,,,,,,,L18847
,,,,,,,,,,,,,
3d4(3H)4d,f 4I,9/2,103 755.4053,0.0020,,,,,,,,,L18847
,,11/2,103 843.3108,0.0020,,,,,,,,,L18847
,,13/2,103 948.2466,0.0020,,,,,,,,,L18847
,,15/2,104 069.9071,0.0020,,,,,,,,,L18847
,,,,,,,,,,,,,
3d4(3H)4d,f 4H,7/2,103 949.276,0.004,,,,,,,,,L18847
,,9/2,104 023.9573,0.0020,,,,,,,,,L18847
,,11/2,104 106.4768,0.0020,,,,,,,,,L18847
,,13/2,104 190.510,0.002,,,,,,,,,L18847
,,,,,,,,,,,,,
3d4(a 3P)4d,4D,1/2,104 104.011,0.004,,,,,,,,,L18847
,,3/2,104 154.804,0.003,,,,,,,,,L18847
,,5/2,104 330.050,0.002,,,,,,,,,L18847
,,7/2,104 624.1636,0.0020,,,,,,,,,L18847
,,,,,,,,,,,,,
3d3(a 2D)4s4p(3P°),o 4D°,3/2,104 274.59,0.03,,,,,,,,,L18847
,,5/2,104 467.799,0.012,,,,,,,,,L18847
,,7/2,104 680.78,0.03,,,,,,,,,L18847
,,,,,,,,,,,,,
3d4(3H)4d,2G,7/2,104 381.8122,0.0020,,,,,,,,,L18847
,,9/2,104 523.7299,0.0020,,,,,,,,,L18847
,,,,,,,,,,,,,
3d4(a 3P)4d,2P,3/2,104 396.674,0.007,,,,,,,,,L18847
,,1/2,104 666.336,0.006,,,,,,,,,L18847
,,,,,,,,,,,,,
3d3(4F)4s4p(1P°),p 4D°,1/2,104 439.634,0.011,,,,,,,,,L18847
,,3/2,104 616.249,0.006,,,,,,,,,L18847
,,5/2,104 869.108,0.003,,,,,,,,,L18847
,,7/2,105 206.714,0.002,,,,,,,,,L18847
,,,,,,,,,,,,,
3d3(4F)4s4p(1P°),r 4F°,3/2,104 446.733,0.006,,,,,,,,,L18847
,,5/2,104 630.094,0.015,,,,,,,,,L18847
,,7/2,104 875.302,0.003,,,,,,,,,L18847
,,9/2,105 203.457,0.003,,,,,,,,,L18847
,,,,,,,,,,,,,
3d4(3H)4d,a 4K,11/2,104 460.1696,0.0020,,,,,,,,,L18847
,,13/2,104 539.9808,0.0020,,,,,,,,,L18847
,,15/2,104 633.0930,0.0020,,,,,,,,,L18847
,,17/2,104 734.5083,0.0020,,,,,,,,,L18847
,,,,,,,,,,,,,
3d4(3G)5s,g 2G,7/2,104 543.112,0.003,,,,,,,,,L18847
,,9/2,104 666.352,0.003,,,,,,,,,L18847
,,,,,,,,,,,,,
3d4(3H)4d,4F,5/2,104 856.479,0.003,,,,,,,,,L18847
,,3/2,104 876.849,0.002,,,,,,,,,L18847
,,7/2,104 929.334,0.002,,,,,,,,,L18847
,,9/2,105 061.9052,0.0020,,,,,,,,,L18847
,,,,,,,,,,,,,
3d4(a 3P)4d,4P,5/2,104 911.998,0.003,,,,,,,,,L18847
,,3/2,105 049.604,0.004,,,,,,,,,L18847
,,,,,,,,,,,,,
3d4(3H)4d,2F,5/2,104 973.215,0.003,,,,,,,,,L18847
,,7/2,105 373.742,0.004,,,,,,,,,L18847
,,,,,,,,,,,,,
3d4(5D)6s,6D,1/2,105 098.8877,0.0020,,,,,,,,,L18847
,,3/2,105 168.7704,0.0020,,,,,,,,,L18847
,,5/2,105 285.3095,0.0020,,,,,,,,,L18847
,,7/2,105 446.9938,0.0020,,,,,,,,,L18847
,,9/2,105 650.5251,0.0020,,,,,,,,,L18847
,,,,,,,,,,,,,
3d4(5D0)4f,2[3]°,5/2,105 122.0402,0.0020,,,,,,,,,L18847
,,7/2,105 173.4203,0.0020,,,,,,,,,L18847
,,,,,,,,,,,,,
3d4(3H)4d,a 2K,13/2,105 124.8357,0.0020,,,,,,,,,L18847
,,15/2,105 285.4176,0.0020,,,,,,,,,L18847
,,,,,,,,,,,,,
3d4(5D1)4f,2[3]°,5/2,105 164.4703,0.0020,,,,,,,,,L18847
,,7/2,105 197.2897,0.0020,,,,,,,,,L18847
,,,,,,,,,,,,,
3d4(a 3F)4d,g 4H,7/2,105 198.9899,0.0020,,,,,,,,,L18847
,,9/2,105 255.3049,0.0020,,,,,,,,,L18847
,,11/2,105 337.9137,0.0020,,,,,,,,,L18847
,,13/2,105 434.3536,0.0020,,,,,,,,,L18847
,,,,,,,,,,,,,
3d4(3H)4d,g 4G,5/2,105 247.563,0.003,,,,,,,,,L18847
,,7/2,105 278.978,0.002,,,,,,,,,L18847
,,9/2,105 365.5034,0.0020,,,,,,,,,L18847
,,11/2,105 423.3412,0.0020,,,,,,,,,L18847
,,,,,,,,,,,,,
3d4(5D1)4f,2[4]°,9/2,105 263.4268,0.0020,,,,,,,,,L18847
,,7/2,105 282.4815,0.0020,,,,,,,,,L18847
,,,,,,,,,,,,,
3d4(5D1)4f,2[2]°,3/2,105 283.4387,0.0020,,,,,,,,,L18847
,,5/2,105 291.1538,0.0020,,,,,,,,,L18847
,,,,,,,,,,,,,
3d4(3H)4d,2H,9/2,105 337.232,0.003,,,,,,,,,L18847
,,11/2,105 450.4138,0.0020,,,,,,,,,L18847
,,,,,,,,,,,,,
3d4(5D2)4f,2[5]°,11/2,105 367.8266,0.0020,,,,,,,,,L18847
,,9/2,105 406.9081,0.0020,,,,,,,,,L18847
,,,,,,,,,,,,,
3d4(5D2)4f,2[1]°,1/2,105 392.406,0.004,,,,,,,,,L18847
,,3/2,105 408.7790,0.0020,,,,,,,,,L18847
,,,,,,,,,,,,,
3d4(5D2)4f,2[4]°,9/2,105 398.1442,0.0020,,,,,,,,,L18847
,,7/2,105 419.9740,0.0020,,,,,,,,,L18847
,,,,,,,,,,,,,
3d4(a 3P)4d,2D,3/2,105 434.977,0.004,,,,,,,,,L18847
,,5/2,105 604.234,0.004,,,,,,,,,L18847
,,,,,,,,,,,,,
3d4(5D2)4f,2[3]°,5/2,105 438.288,0.004,,,,,,,,,L18847
,,7/2,105 507.5207,0.0020,,,,,,,,,L18847
,,,,,,,,,,,,,
3d4(5D2)4f,2[2]°,3/2,105 452.9622,0.0020,,,,,,,,,L18847
,,5/2,105 532.1138,0.0020,,,,,,,,,L18847
,,,,,,,,,,,,,
3d4(5D3)4f,2[6]°,13/2,105 507.9497,0.0020,,,,,,,,,L18847
,,11/2,105 559.4780,0.0020,,,,,,,,,L18847
,,,,,,,,,,,,,
3d4(5D3)4f,2[1]°,1/2,105 525.757,0.003,,,,,,,,,L18847
,,3/2,105 577.1347,0.0020,,,,,,,,,L18847
,,,,,,,,,,,,,
3d4(5D3)4f,2[0]°,1/2,105 544.6683,0.0020,,,,,,,,,L18847
,,,,,,,,,,,,,
3d4(a 3F)4d,4D,1/2,105 554.490,0.007,,,,,,,,,L18847
,,3/2,105 639.4545,0.0020,,,,,,,,,L18847
,,5/2,105 731.6360,0.0020,,,,,,,,,L18847
,,7/2,105 784.7366,0.0020,,,,,,,,,L18847
,,,,,,,,,,,,,
3d4(5D3)4f,2[2]°,5/2,105 595.2707,0.0020,,,,,,,,,L18847
,,3/2,105 610.2955,0.0020,,,,,,,,,L18847
,,,,,,,,,,,,,
3d4(5D3)4f,2[3]°,7/2,105 609.3704,0.0020,,,,,,,,,L18847
,,5/2,105 677.4892,0.0020,,,,,,,,,L18847
,,,,,,,,,,,,,
3d4(5D3)4f,2[4]°,9/2,105 623.5202,0.0020,,,,,,,,,L18847
,,7/2,105 724.6524,0.0020,,,,,,,,,L18847
,,,,,,,,,,,,,
3d4(5D3)4f,2[5]°,11/2,105 638.7217,0.0020,,,,,,,,,L18847
,,9/2,105 870.3375,0.0020,,,,,,,,,L18847
,,,,,,,,,,,,,
3d4(5D4)4f,2[1]°,1/2,105 680.786,0.003,,,,,,,,,L18847
,,3/2,105 697.0545,0.0020,,,,,,,,,L18847
,,,,,,,,,,,,,
3d4(5D4)4f,2[7]°,15/2,105 682.6270,0.0020,,,,,,,,,L18847
,,13/2,105 742.5481,0.0020,,,,,,,,,L18847
,,,,,,,,,,,,,
3d4(5D4)4f,2[2]°,5/2,105 764.9052,0.0020,,,,,,,,,L18847
,,3/2,105 802.7239,0.0020,,,,,,,,,L18847
,,,,,,,,,,,,,
3d4(5D4)4f,2[4]°,9/2,105 789.9509,0.0020,,,,,,,,,L18847
,,7/2,105 985.5432,0.0020,,,,,,,,,L18847
,,,,,,,,,,,,,
3d4(a 3F)4d,4F,5/2,105 807.021,0.003,,,,,,,,,L18847
,,3/2,105 814.5345,0.0020,,,,,,,,,L18847
,,7/2,105 866.3993,0.0020,,,,,,,,,L18847
,,9/2,105 960.6498,0.0020,,,,,,,,,L18847
,,,,,,,,,,,,,
3d4(5D4)4f,2[3]°,7/2,105 823.7685,0.0020,,,,,,,,,L18847
,,5/2,105 902.9618,0.0020,,,,,,,,,L18847
,,,,,,,,,,,,,
3d4(5D4)4f,2[6]°,13/2,105 895.5001,0.0020,,,,,,,,,L18847
,,11/2,106 032.1350,0.0020,,,,,,,,,L18847
,,,,,,,,,,,,,
3d4(5D4)4f,2[5]°,11/2,105 898.0144,0.0020,,,,,,,,,L18847
,,9/2,106 045.4619,0.0020,,,,,,,,,L18847
,,,,,,,,,,,,,
3d4(a 3F)4d,4G,5/2,105 923.4402,0.0020,,,,,,,,,L18847
,,7/2,106 030.911,0.002,,,,,,,,,L18847
,,9/2,106 148.7354,0.0020,,,,,,,,,L18847
,,11/2,106 293.4380,0.0020,,,,,,,,,L18847
,,,,,,,,,,,,,
3d4(5D)6s,4D,1/2,105 923.441,0.003,,,,,,,,,L18847
,,3/2,105 980.4488,0.0020,,,,,,,,,L18847
,,5/2,106 095.6095,0.0020,,,,,,,,,L18847
,,7/2,106 275.1752,0.0020,,,,,,,,,L18847
,,,,,,,,,,,,,
3d4(3H)4d,f 2I,11/2,106 145.2311,0.0020,,,,,,,,,L18847
,,13/2,106 342.8956,0.0020,,,,,,,,,L18847
,,,,,,,,,,,,,
3d3(2H)4s4p(3P°),t 2H°,11/2,106 163.04,0.05,,,,,,,,,L18847
,,9/2,106 165.342,0.012,,,,,,,,,L18847
,,,,,,,,,,,,,
3d4(a 3F)4d,2P,3/2,106 404.410,0.007,,,,,,,,,L18847
,,1/2,106 514.302,0.006,,,,,,,,,L18847
,,,,,,,,,,,,,
3d4(a 3F)4d,2F,5/2,106 535.491,0.005,,,,,,,,,L18847
,,7/2,106 690.583,0.004,,,,,,,,,L18847
,,,,,,,,,,,,,
3d4(5D)5d,4P,3/2,106 627.164,0.003,,,,,,,,,L18847
,,5/2,106 722.557,0.002,,,,,,,,,L18847
,,,,,,,,,,,,,
3d3(2H)4s4p(3P°),r 4G°,5/2,106 719.24,0.10,,,,,,,,,L18847
,,7/2,106 779.1354,0.0020,,,,,,,,,L18847
,,9/2,106 791.96,0.02,,,,,,,,,L18847
,,11/2,106 827.350,0.008,,,,,,,,,L18847
,,,,,,,,,,,,,
3d3(4P)4s4p(3P°),w 4S°,3/2,106 726.084,0.008,,,,,,,,,L18847
,,,,,,,,,,,,,
3d4(a 3F)4d,i 2G,7/2,106 864.766,0.004,,,,,,,,,L18847
,,9/2,106 924.0069,0.0020,,,,,,,,,L18847
,,,,,,,,,,,,,
3d4(5D)5d,6G,3/2,106 877.1634,0.0020,,,,,,,,,L18847
,,5/2,106 929.3776,0.0020,,,,,,,,,L18847
,,7/2,107 006.2503,0.0020,,,,,,,,,L18847
,,9/2,107 111.7606,0.0020,,,,,,,,,L18847
,,11/2,107 246.7921,0.0020,,,,,,,,,L18847
,,13/2,107 412.0300,0.0020,,,,,,,,,L18847
,,,,,,,,,,,,,
3d4(5D)5d,4S,3/2,106 924.7923,0.0020,,,,,,,,,L18847
,,,,,,,,,,,,,
3d3(a 2D)4s4p(3P°),o 2F°,5/2,107 022.142,0.007,,,,,,,,,L18847
,,7/2,107 153.03,0.02,,,,,,,,,L18847
,,,,,,,,,,,,,
3d4(5D)5d,6P,5/2,107 025.2469,0.0020,,,,,,,,,L18847
,,3/2,107 056.4732,0.0020,,,,,,,,,L18847
,,7/2,107 114.7267,0.0020,,,,,,,,,L18847
,,,,,,,,,,,,,
3d4(a 3F)4d,2H,9/2,107 150.6437,0.0020,,,,,,,,,L18847
,,11/2,107 329.1472,0.0020,,,,,,,,,L18847
,,,,,,,,,,,,,
3d3(4P)4s4p(3P°),q 2D°,3/2,107 212.36,0.02,,,,,,,,,L18847
,,5/2,107 355.470,0.018,,,,,,,,,L18847
,,,,,,,,,,,,,
3d4(5D)5d,6F,3/2,107 259.8166,0.0020,,,,,,,,,L18847
,,5/2,107 309.3226,0.0020,,,,,,,,,L18847
,,7/2,107 386.1583,0.0020,,,,,,,,,L18847
,,9/2,107 455.4808,0.0020,,,,,,,,,L18847
,,11/2,107 701.2794,0.0020,,,,,,,,,L18847
,,,,,,,,,,,,,
3d4(a 3P)4d,2F,5/2,107 273.344,0.004,,,,,,,,,L18847
,,7/2,107 598.0757,0.0020,,,,,,,,,L18847
,,,,,,,,,,,,,
3d4(5D)5d,6D,1/2,107 322.2714,0.0020,,,,,,,,,L18847
,,3/2,107 414.6249,0.0020,,,,,,,,,L18847
,,5/2,107 519.3776,0.0020,,,,,,,,,L18847
,,7/2,107 627.3409,0.0020,,,,,,,,,L18847
,,9/2,107 696.2552,0.0020,,,,,,,,,L18847
,,,,,,,,,,,,,
3d4(3G)4d,4G,5/2,107 400.7800,0.0020,,,,,,,,,L18847
,,7/2,107 500.3451,0.0020,,,,,,,,,L18847
,,9/2,107 632.2226,0.0020,,,,,,,,,L18847
,,11/2,107 794.0968,0.0020,,,,,,,,,L18847
,,,,,,,,,,,,,
3d4(5D)5d,4F,3/2,107 516.7091,0.0020,,,,,,,,,L18847
,,5/2,107 726.7747,0.0020,,,,,,,,,L18847
,,7/2,107 850.5523,0.0020,,,,,,,,,L18847
