Configuration,Term,J,"Level 
 (cm-1)","Uncertainty 
 (cm-1)",Landé-g,Leading percentages,,,,,,,Reference
3d9(2D3/2)7p,2[5/2]°,2,149 525.97,0.05,,64,,,,26,3d9(2D3/2)7p,2[3/2]°,L19804
,,3,149 624.47,0.05,,92,,,,6,3d84s4p,,L19804
,,,,,,,,,,,,,
3d9(2D3/2)7p,2[3/2]°,2,149 726.69,0.05,,63,,,,33,3d9(2D3/2)7p,2[5/2]°,L19804
,,1,149 765.88,0.05,,95,,,,4,3d84s4p,,L19804
,,,,,,,,,,,,,
3d8(1D)4s4p(1P°),1D°,2,150 249.887,0.008,,38,,,,28,3d8(3P)4s4p(1P°),3P°,L19804
,,,,,,,,,,,,,
3d9(2D5/2)8s,2[5/2],3,150 742.896,0.003,,100,,,,,,,L19804
,,2,150 782.454,0.003,,100,,,,,,,L19804
,,,,,,,,,,,,,
3d9(2D5/2)6f,2[1/2]°,1,151 161.379,0.007,,63,,,,21,3d84s4p,,L19804
,,0,151 327.262,0.008,,98,,,,1,3d84s4p,,L19804
,,,,,,,,,,,,,
3d9(2D5/2)6f,2[11/2]°,5,151 372.330,0.004,,100,,,,,,,L19804
,,6,151 377.688,0.005,,100,,,,,,,L19804
,,,,,,,,,,,,,
3d9(2D5/2)6f,2[3/2]°,1,151 373.840,0.006,,96,,,,3,3d9(2D5/2)6f,2[1/2]°,L19804
,,2,151 375.318,0.004,,52,,,,46,3d9(2D5/2)6f,2[5/2]°,L19804
,,,,,,,,,,,,,
3d9(2D5/2)6f,2[5/2]°,3,151 402.621,0.004,,71,,,,28,3d9(2D5/2)6f,2[7/2]°,L19804
,,2,151 403.942,0.004,,53,,,,44,3d9(2D5/2)6f,2[3/2]°,L19804
,,,,,,,,,,,,,
3d9(2D5/2)6f,2[7/2]°,4,151 419.022,0.004,,90,,,,10,3d9(2D5/2)6f,2[9/2]°,L19804
,,3,151 441.899,0.006,,70,,,,27,3d9(2D5/2)6f,2[5/2]°,L19804
,,,,,,,,,,,,,
3d9(2D5/2)6f,2[9/2]°,4,151 421.791,0.004,,90,,,,10,3d9(2D5/2)6f,2[7/2]°,L19804
,,5,151 423.056,0.004,,100,,,,,,,L19804
,,,,,,,,,,,,,
3d9(2D5/2)8p,2[3/2]°,1,151 424.241,0.004,,33,3d9(2D5/2)6f,2[1/2]°,,36,3d84s4p,,L19804
,,2,152 054.78,0.03,,53,,,,21,3d9(2D5/2)8p,2[5/2]°,L19804
,,,,,,,,,,,,,
3d9(2D5/2)6g,2[3/2],1,151 440.091,0.008,,100,,,,,,,L19804
,,2,151 440.178,0.006,,100,,,,,,,L19804
,,,,,,,,,,,,,
3d9(2D5/2)6g,2[13/2],6,151 450.414,0.007,,100,,,,,,,L19804
,,7,151 450.488,0.003,,100,,,,,,,L19804
,,,,,,,,,,,,,
3d9(2D5/2)6g,2[5/2],3,151 452.690,0.007,,100,,,,,,,L19804
,,2,151 452.701,0.006,,100,,,,,,,L19804
,,,,,,,,,,,,,
3d9(2D5/2)6h,2[5/2]°,2,[151 458],6,,100,,,,,,,L19804c166
,,3,[151 458],6,,100,,,,,,,L19804c166
,,,,,,,,,,,,,
3d9(2D5/2)6h,2[15/2]°,7,[151 462],6,,100,,,,,,,L19804c166
,,8,[151 462],6,,100,,,,,,,L19804c166
,,,,,,,,,,,,,
3d9(2D5/2)6h,2[7/2]°,3,[151 464],6,,100,,,,,,,L19804c166
,,4,[151 464],6,,100,,,,,,,L19804c166
,,,,,,,,,,,,,
3d9(2D5/2)6g,2[7/2],3,151 464.789,0.006,,100,,,,,,,L19804
,,4,151 464.796,0.005,,100,,,,,,,L19804
,,,,,,,,,,,,,
3d9(2D5/2)6h,2[9/2]°,4,[151 469],6,,100,,,,,,,L19804c166
,,5,[151 469],6,,100,,,,,,,L19804c166
,,,,,,,,,,,,,
3d9(2D5/2)6h,2[13/2]°,6,[151 470],6,,100,,,,,,,L19804c166
,,7,[151 470],6,,100,,,,,,,L19804c166
,,,,,,,,,,,,,
3d9(2D5/2)6g,2[11/2],5,151 470.113,0.003,,100,,,,,,,L19804
,,6,151 470.130,0.005,,100,,,,,,,L19804
,,,,,,,,,,,,,
3d9(2D5/2)6h,2[11/2]°,5,[151 471],6,,100,,,,,,,L19804c166
,,6,[151 472],6,,100,,,,,,,L19804c166
,,,,,,,,,,,,,
3d9(2D5/2)6g,2[9/2],4,151 472.264,0.005,,100,,,,,,,L19804
,,5,151 472.278,0.005,,100,,,,,,,L19804
,,,,,,,,,,,,,
3d9(2D5/2)7d,2[1/2],1,151 552.191,0.007,,98,,,,1,3d9(2D5/2)7d,2[3/2],L19804
,,0,152 179.051,0.007,,52,,,,28,3d9(2D3/2)7d,2[1/2],L19804
,,,,,,,,,,,,,
3d9(2D5/2)7d,2[9/2],5,151 656.317,0.005,,100,,,,,,,L19804
,,4,151 668.328,0.005,,99,,,,,,,L19804
,,,,,,,,,,,,,
3d9(2D5/2)7d,2[3/2],2,151 662.985,0.005,,96,,,,4,3d9(2D5/2)7d,2[5/2],L19804
,,1,151 671.666,0.006,,99,,,,1,3d9(2D5/2)7d,2[1/2],L19804
,,,,,,,,,,,,,
3d9(2D5/2)7d,2[5/2],3,151 708.347,0.004,,99,,,,1,3d9(2D5/2)7d,2[7/2],L19804
,,2,151 757.601,0.004,,96,,,,4,3d9(2D5/2)7d,2[3/2],L19804
,,,,,,,,,,,,,
3d9(2D5/2)7d,2[7/2],3,151 743.558,0.003,,99,,,,1,3d9(2D5/2)7d,2[5/2],L19804
,,4,151 744.916,0.005,,99,,,,,,,L19804
,,,,,,,,,,,,,
3d9(2D5/2)8p,2[5/2]°,2,152 580.19,0.05,,65,,,,27,3d9(2D5/2)8p,2[3/2]°,L19804
,,,,,,,,,,,,,
3d8(3P)4s4p(1P°),3P°,0,152 783.41,0.05,,77,,,,9,3d98p,3P°,L19804
,,2,152 944.11,0.05,,39,,,,19,3d8(1D)4s4p(1P°),1D°,L19804
,,,,,,,,,,,,,
3d9(2D3/2)8s,2[3/2],1,152 814.032,0.007,,100,,,,,,,L19804
,,2,152 840.475,0.005,,100,,,,,,,L19804
,,,,,,,,,,,,,
3d8(1D)4s4p(1P°),1P°,1,153 165.24,0.04,,22,,,,18,3d96f,3D°,L19804
,,,,,,,,,,,,,
3d9(2D3/2)6f,2[5/2]°,3,153 410.212,0.006,,89,,,,8,3d84s4p,,L19804
,,2,153 487.668,0.005,,56,,,,37,3d9(2D3/2)6f,2[3/2]°,L19804
,,,,,,,,,,,,,
3d9(2D3/2)6f,2[3/2]°,2,153 426.632,0.006,,52,,,,42,3d9(2D3/2)6f,2[5/2]°,L19804
,,1,153 457.747,0.009,,55,,,,23,3d84s4p,,L19804
,,,,,,,,,,,,,
3d9(2D3/2)6f,2[9/2]°,5,153 449.633,0.005,,100,,,,,,,L19804
,,4,153 455.178,0.005,,100,,,,,,,L19804
,,,,,,,,,,,,,
3d9(2D3/2)6f,2[7/2]°,4,153 495.854,0.006,,100,,,,,,,L19804
,,3,153 498.834,0.006,,98,,,,2,3d9(2D3/2)6f,2[5/2]°,L19804
,,,,,,,,,,,,,
3d9(2D3/2)6g,2[5/2],3,153 517.905,0.007,,100,,,,,,,L19804
,,2,153 517.985,0.008,,100,,,,,,,L19804
,,,,,,,,,,,,,
3d9(2D3/2)6g,2[11/2],5,153 524.933,0.005,,100,,,,,,,L19804
,,6,153 524.950,0.007,,100,,,,,,,L19804
,,,,,,,,,,,,,
3d9(2D3/2)6g,2[7/2],3,153 537.395,0.007,,100,,,,,,,L19804
,,4,153 537.414,0.006,,100,,,,,,,L19804
,,,,,,,,,,,,,
3d9(2D3/2)6h,2[7/2]°,3,[153 544],6,,100,,,,,,,L19804c166
,,4,[153 544],6,,100,,,,,,,L19804c166
,,,,,,,,,,,,,
3d9(2D3/2)6g,2[9/2],4,153 544.054,0.005,,100,,,,,,,L19804
,,5,153 544.069,0.007,,100,,,,,,,L19804
,,,,,,,,,,,,,
3d9(2D3/2)6h,2[13/2]°,6,[153 546],6,,100,,,,,,,L19804c166
,,7,[153 546],6,,100,,,,,,,L19804c166
,,,,,,,,,,,,,
3d9(2D3/2)6h,2[9/2]°,4,[153 552],6,,100,,,,,,,L19804c166
,,5,[153 552],6,,100,,,,,,,L19804c166
,,,,,,,,,,,,,
3d9(2D3/2)6h,2[11/2]°,5,[153 554],6,,100,,,,,,,L19804c166
,,6,[153 554],6,,100,,,,,,,L19804c166
,,,,,,,,,,,,,
3d9(2D3/2)7d,2[1/2],1,153 658.567,0.006,,99,,,,,,,L19804
,,0,153 853.763,0.011,,49,,,,44,3d9(2D5/2)8d,2[1/2],L19804
,,,,,,,,,,,,,
3d9(2D3/2)7d,2[7/2],3,153 730.935,0.005,,100,,,,,,,L19804
,,4,153 750.851,0.005,,100,,,,,,,L19804
,,,,,,,,,,,,,
3d9(2D3/2)7d,2[3/2],1,153 753.738,0.007,,100,,,,,,,L19804
,,2,153 773.884,0.006,,97,,,,3,3d9(2D3/2)7d,2[5/2],L19804
,,,,,,,,,,,,,
3d9(2D3/2)7d,2[5/2],3,153 815.644,0.006,,100,,,,,,,L19804
,,2,153 821.937,0.006,,97,,,,3,3d9(2D3/2)7d,2[3/2],L19804
,,,,,,,,,,,,,
3d8(3P)4s4p(1P°),3D°,3,153 850.18,0.04,,62,,,,9,3d8(1D)4s4p(1P°),1F°,L19804
,,,,,,,,,,,,,
3d9(2D3/2)8p,2[3/2]°,1,154 225.21,0.04,,38,,,,44,3d84s4p,,L19804
,,,,,,,,,,,,,
3d9(2D5/2)9s,2[5/2],3,154 255.815,0.005,,100,,,,,,,L19804
,,2,154 281.251,0.008,,100,,,,,,,L19804
,,,,,,,,,,,,,
3d9(2D5/2)7f,2[11/2]°,5,154 641.392,0.006,,99,,,,,,,L19804
,,6,154 647.056,0.005,,100,,,,,,,L19804
,,,,,,,,,,,,,
3d9(2D5/2)7f,2[3/2]°,1,154 653.77?,0.07,,51,,,,25,3d9(2D3/2)8p,2[3/2]°,L19804
,,,,,,,,,,,,,
3d9(2D5/2)7f,2[5/2]°,3,154 672.123,0.006,,62,,,,37,3d9(2D5/2)7f,2[7/2]°,L19804
,,2,154 698.288,0.020,,39,,,,28,3d9(2D3/2)8p,2[3/2]°,L19804
,,,,,,,,,,,,,
3d9(2D5/2)7f,2[7/2]°,4,154 672.766,0.006,,91,,,,9,3d9(2D5/2)7f,2[9/2]°,L19804
,,3,154 678.877,0.008,,62,,,,36,3d9(2D5/2)7f,2[5/2]°,L19804
,,,,,,,,,,,,,
3d9(2D5/2)7f,2[9/2]°,4,154 674.551,0.006,,91,,,,9,3d9(2D5/2)7f,2[7/2]°,L19804
,,5,154 675.247,0.005,,100,,,,,,,L19804
,,,,,,,,,,,,,
3d9(2D5/2)7g,2[3/2],1,154 688.020,0.011,,100,,,,,,,L19804
,,2,154 688.112,0.009,,100,,,,,,,L19804
,,,,,,,,,,,,,
3d9(2D5/2)7g,2[13/2],6,154 694.589,0.008,,100,,,,,,,L19804
,,7,154 694.619,0.008,,100,,,,,,,L19804
,,,,,,,,,,,,,
3d9(2D5/2)7g,2[5/2],3,154 695.997,0.008,,100,,,,,,,L19804
,,2,154 696.009,0.007,,100,,,,,,,L19804
,,,,,,,,,,,,,
3d9(2D5/2)7h,2[5/2]°,2,[154 702.4],2.0,,100,,,,,,,L19804c166
,,3,[154 702.5],2.0,,100,,,,,,,L19804c166
,,,,,,,,,,,,,
3d9(2D5/2)7g,2[7/2],3,154 703.597,0.008,,100,,,,,,,L19804
,,4,154 703.625,0.008,,100,,,,,,,L19804
,,,,,,,,,,,,,
3d9(2D5/2)7h,2[15/2]°,7,[154 704.6],2.0,,100,,,,,,,L19804c166
,,8,[154 704.6],2.0,,100,,,,,,,L19804c166
,,,,,,,,,,,,,
3d9(2D5/2)7h,2[7/2]°,3,[154 706.0],2.0,,100,,,,,,,L19804c166
,,4,[154 706.1],2.0,,100,,,,,,,L19804c166
,,,,,,,,,,,,,
3d9(2D5/2)7g,2[11/2],5,154 706.911,0.007,,100,,,,,,,L19804
,,,,,,,,,,,,,
3d9(2D5/2)7g,2[9/2],4,154 708.235,0.007,,100,,,,,,,L19804
,,5,154 708.244,0.007,,100,,,,,,,L19804
,,,,,,,,,,,,,
3d9(2D5/2)7h,2[9/2]°,4,[154 709.1],2.0,,100,,,,,,,L19804c166
,,5,[154 709.1],2.0,,100,,,,,,,L19804c166
,,,,,,,,,,,,,
3d9(2D5/2)7h,2[13/2]°,6,[154 709.7],2.0,,100,,,,,,,L19804c166
,,7,[154 709.8],2.0,,100,,,,,,,L19804c166
,,,,,,,,,,,,,
3d9(2D5/2)7h,2[11/2]°,5,[154 710.7],2.0,,100,,,,,,,L19804c166
,,6,[154 710.8],2.0,,100,,,,,,,L19804c166
,,,,,,,,,,,,,
3d9(2D3/2)8p,2[1/2]°,1,154 719.09,0.03,,29,,,,32,3d9(2D3/2)8p,2[3/2]°,L19804
,,,,,,,,,,,,,
3d9(2D5/2)8d,2[1/2],1,154 766.034,0.022,,98,,,,1,3d9(2D5/2)8d,2[3/2],L19804
,,0,155 244.842?,0.021,,32,,,,29,3d9(2D5/2)9d,2[1/2],L19804
,,,,,,,,,,,,,
3d9(2D5/2)8d,2[9/2],5,154 828.718,0.008,,100,,,,,,,L19804
,,4,154 836.434,0.006,,100,,,,,,,L19804
,,,,,,,,,,,,,
3d9(2D5/2)8d,2[3/2],2,154 832.657,0.011,,95,,,,5,3d9(2D5/2)8d,2[5/2],L19804
,,1,154 838.973?,0.013,,98,,,,1,3d9(2D5/2)8d,2[1/2],L19804
,,,,,,,,,,,,,
3d9(2D5/2)8d,2[5/2],3,154 860.741,0.006,,98,,,,1,3d9(2D5/2)8d,2[7/2],L19804
,,2,154 892.916,0.020,,95,,,,5,3d9(2D5/2)8d,2[3/2],L19804
,,,,,,,,,,,,,
3d9(2D5/2)8d,2[7/2],3,154 883.104,0.009,,98,,,,1,3d9(2D5/2)8d,2[5/2],L19804
,,4,154 883.625,0.007,,100,,,,,,,L19804
,,,,,,,,,,,,,
3d9(2D3/2)9s,2[3/2],1,156 326.913,0.018,,100,,,,,,,L19804
,,2,156 341.878,0.009,,99,,,,1,3d9(2D5/2)10s,2[5/2],L19804
,,,,,,,,,,,,,
3d9(2D5/2)10s,2[5/2],3,156 508.501,0.022,,100,,,,,,,L19804
,,2,156 526.436,0.015,,99,,,,1,3d9(2D3/2)9s,2[3/2],L19804
,,,,,,,,,,,,,
3d9(2D3/2)7f,2[9/2]°,5,156 711.894,0.007,,91,,,,6,3d9(2D5/2)8f,2[11/2]°,L19804
,,4,156 721.308,0.007,,97,,,,3,3d9(2D5/2)8f,2[9/2]°,L19804
,,,,,,,,,,,,,
3d9(2D3/2)7f,2[7/2]°,4,[156 755],7,,99,,,,1,3d9(2D5/2)8f,2[7/2]°,L19804c165
,,,,,,,,,,,,,
3d9(2D5/2)8f,2[11/2]°,5,156 761.443,0.008,,94,,,,6,3d9(2D3/2)7f,2[9/2]°,L19804
,,6,156 767.066,0.016,,100,,,,,,,L19804
,,,,,,,,,,,,,
3d9(2D3/2)7g,2[5/2],3,156 763.044,0.014,,99,,,,1,3d9(2D5/2)8g,2[5/2],L19804
,,2,156 763.090,0.011,,99,,,,1,3d9(2D5/2)8g,2[5/2],L19804
,,,,,,,,,,,,,
3d9(2D3/2)7g,2[11/2],6,156 767.609,0.011,,99,,,,1,3d9(2D5/2)8g,2[11/2],L19804
,,5,156 767.630,0.011,,99,,,,1,3d9(2D5/2)8g,2[11/2],L19804
,,,,,,,,,,,,,
3d9(2D3/2)7g,2[7/2],3,156 775.405,0.014,,99,,,,1,3d9(2D5/2)8g,2[7/2],L19804
,,4,156 775.430,0.014,,99,,,,1,3d9(2D5/2)8g,2[7/2],L19804
,,,,,,,,,,,,,
3d9(2D3/2)7g,2[9/2],4,156 779.847,0.014,,100,,,,,,,L19804
,,5,156 779.855,0.014,,100,,,,,,,L19804
,,,,,,,,,,,,,
3d9(2D5/2)8f,2[7/2]°,4,[156 780],7,,94,,,,5,3d9(2D5/2)8f,2[9/2]°,L19804c165
,,,,,,,,,,,,,
3d9(2D5/2)8f,2[9/2]°,4,[156 782],7,,92,,,,5,3d9(2D5/2)8f,2[7/2]°,L19804c165
,,5,[156 782],7,,97,,,,3,3d9(2D3/2)7f,2[9/2]°,L19804c165
,,,,,,,,,,,,,
3d9(2D5/2)8g,2[3/2],2,[156 797.3],2.0,,100,,,,,,,L19804c166
,,,,,,,,,,,,,
3d9(2D5/2)8g,2[7/2],3,[156 805.7],2.0,,99,,,,1,3d9(2D3/2)7g,2[7/2],L19804c166
,,,,,,,,,,,,,
3d9(2D5/2)8g,2[9/2],5,[156 807.8],2.0,,100,,,,,,,L19804c166
,,,,,,,,,,,,,
3d9(2D5/2)8g,2[11/2],6,156 808.189?,0.010,,99,,,,1,3d9(2D3/2)7g,2[11/2],L19804
,,,,,,,,,,,,,
3d9(2D5/2)9d,2[9/2],5,[156 888.5],2.0,,100,,,,,,,L19804c165
,,4,156 912.740,0.011,,51,,,,44,3d9(2D3/2)8d,2[7/2],L19804
,,,,,,,,,,,,,
3d9(2D3/2)8d,2[5/2],2,156 958.11?,0.06,,42,,,,38,3d9(2D5/2)9d,2[5/2],L19804
,,,,,,,,,,,,,
3d9(2D5/2)9g,2[3/2],2,[158 241.1],2.0,,100,,,,,,,L19804c166
,,,,,,,,,,,,,
3d9(2D5/2)9g,2[7/2],3,[158 246.8],2.0,,100,,,,,,,L19804c166
,,,,,,,,,,,,,
3d9(2D5/2)10d,2[1/2],1,[158 285],4,,98,,,,2,3d9(2D5/2)10d,2[3/2],L19804c165
,,,,,,,,,,,,,
3d9(2D5/2)10d,2[3/2],2,[158 306],5,,95,,,,4,3d9(2D5/2)10d,2[5/2],L19804c165
,,1,[158 310],4,,98,,,,2,3d9(2D5/2)10d,2[1/2],L19804c165
,,,,,,,,,,,,,
3d9(2D5/2)10d,2[9/2],5,[158 306.9],2.0,,100,,,,,,,L19804c165
,,4,[158 308.9],2.0,,100,,,,,,,L19804c165
,,,,,,,,,,,,,
3d9(2D5/2)10d,2[5/2],3,[158 323],4,,98,,,,2,3d9(2D5/2)10d,2[7/2],L19804c165
,,2,[158 333],5,,95,,,,4,3d9(2D5/2)10d,2[3/2],L19804c165
,,,,,,,,,,,,,
3d9(2D5/2)10d,2[7/2],3,[158 334],4,,98,,,,2,3d9(2D5/2)10d,2[5/2],L19804c165
,,4,[158 334.2],2.0,,100,,,,,,,L19804c165
,,,,,,,,,,,,,
3d9(2D3/2)10s,2[3/2],1,158 579.33,0.14,,100,,,,,,,L19804
,,,,,,,,,,,,,
3d9(2D3/2)8f,2[9/2]°,4,[158 851],8,,100,,,,,,,L19804c165
,,,,,,,,,,,,,
3d9(2D3/2)8f,2[7/2]°,4,[158 864],8,,100,,,,,,,L19804c165
,,,,,,,,,,,,,
3d9(2D3/2)8g,2[5/2],3,[158 869.3],2.0,,100,,,,,,,L19804c166
,,,,,,,,,,,,,
3d9(2D3/2)8g,2[11/2],6,[158 871.7],2.0,,100,,,,,,,L19804c166
,,,,,,,,,,,,,
3d9(2D3/2)8g,2[7/2],4,[158 875.8],2.0,,100,,,,,,,L19804c166
,,,,,,,,,,,,,
3d9(2D3/2)8h,2[7/2]°,3,[158 876.9],2.0,,100,,,,,,,L19804c166
,,4,[158 877.0],2.0,,100,,,,,,,L19804c166
,,,,,,,,,,,,,
3d9(2D3/2)8h,2[13/2]°,6,[158 877.9],2.0,,100,,,,,,,L19804c166
,,7,[158 878.0],2.0,,100,,,,,,,L19804c166
,,,,,,,,,,,,,
3d9(2D3/2)8g,2[9/2],5,[158 878.0],2.0,,100,,,,,,,L19804c166
,,,,,,,,,,,,,
3d9(2D3/2)8h,2[9/2]°,4,[158 880.4],2.0,,100,,,,,,,L19804c166
,,5,[158 880.5],2.0,,100,,,,,,,L19804c166
,,,,,,,,,,,,,
3d9(2D3/2)8h,2[11/2]°,5,[158 881.4],2.0,,100,,,,,,,L19804c166
,,6,[158 881.5],2.0,,100,,,,,,,L19804c166
,,,,,,,,,,,,,
3d9(2D3/2)9d,2[1/2],1,[158 936],4,,99,,,,,,,L19804c165
,,,,,,,,,,,,,
3d9(2D3/2)9d,2[7/2],3,[158 961.1],2.0,,100,,,,,,,L19804c165
,,4,[158 966.7],2.0,,100,,,,,,,L19804c165
,,,,,,,,,,,,,
3d9(2D3/2)9d,2[3/2],1,[158 970.8],2.0,,100,,,,,,,L19804c165
,,2,[158 977],5,,96,,,,4,3d9(2D3/2)9d,2[5/2],L19804c165
,,,,,,,,,,,,,
3d9(2D3/2)9d,2[5/2],3,[158 999.4],2.0,,100,,,,,,,L19804c165
,,2,[159 000],5,,96,,,,4,3d9(2D3/2)9d,2[3/2],L19804c165
,,,,,,,,,,,,,
3d9(2D5/2)10g,2[3/2],2,[159 273.3],2.0,,100,,,,,,,L19804c166
,,,,,,,,,,,,,
3d9(2D5/2)10g,2[7/2],3,[159 277.4],2.0,,100,,,,,,,L19804c166
,,,,,,,,,,,,,
3d9(2D3/2)9g,2[5/2],3,[160 312.5],2.0,,100,,,,,,,L19804c166
,,,,,,,,,,,,,
3d9(2D3/2)9g,2[11/2],6,[160 314.1],2.0,,100,,,,,,,L19804c166
,,,,,,,,,,,,,
3d9(2D3/2)9g,2[7/2],4,[160 317.0],2.0,,100,,,,,,,L19804c166
,,,,,,,,,,,,,
3d9(2D3/2)9g,2[9/2],5,[160 318.5],2.0,,100,,,,,,,L19804c166
,,,,,,,,,,,,,
3d9(2D3/2)10d,2[1/2],1,[160 362],4,,99,,,,,,,L19804c165
,,,,,,,,,,,,,
3d9(2D3/2)10d,2[7/2],3,[160 378.4],2.0,,100,,,,,,,L19804c165
,,4,[160 382.2],2.0,,100,,,,,,,L19804c165
,,,,,,,,,,,,,
3d9(2D3/2)10d,2[3/2],1,[160 385.0],2.0,,100,,,,,,,L19804c165
,,2,[160 389],5,,96,,,,3,3d9(2D3/2)10d,2[5/2],L19804c165
,,,,,,,,,,,,,
3d9(2D3/2)10d,2[5/2],3,[160 404.5],2.0,,100,,,,,,,L19804c165
,,2,[160 405],5,,96,,,,3,3d9(2D3/2)10d,2[3/2],L19804c165
,,,,,,,,,,,,,
3d9(2D3/2)10g,2[5/2],3,[161 344.3],2.0,,100,,,,,,,L19804c166
,,,,,,,,,,,,,
3d9(2D3/2)10g,2[11/2],6,[161 345.4],2.0,,100,,,,,,,L19804c166
,,,,,,,,,,,,,
3d9(2D3/2)10g,2[7/2],4,[161 347.6],2.0,,100,,,,,,,L19804c166
,,,,,,,,,,,,,
3d9(2D3/2)10g,2[9/2],5,[161 348.6],2.0,,100,,,,,,,L19804c166
,,,,,,,,,,,,,
Cu III (3d9 2D5/2),Limit,---,163 669.2,0.5,,,,,,,,,"L869,L19804"
