Configuration,Term,J,"Level 
 (cm-1)","Uncertainty 
 (cm-1)",Landé-g,Leading percentages,,,,,,,Reference
,,4,76 673.1011,0.0022,,91,,,,5,3d3(4P)4d,5D,L20009
,,,,,,,,,,,,,
3d2(1D)4s4p(3P°),s 3D°,1,77 555.17,0.07,,65,,,,14,3d2(3P)4s4p(3P°),5P°,L20009
,,2,77 640.16,0.07,,36,,,,34,3d2(3P)4s4p(3P°),5P°,L20009
,,,,,,,,,,,,,
3d3(2D1)4p,v 1D°,2,77 603.398,0.014,,51,,,,21,3d3(2D2)4p,1D°,L20009
,,,,,,,,,,,,,
3d3(2D1)4p,3F°,3,77 686.17,0.08,,54,,,,21,3d3(2D2)4p,3F°,L20009
,,,,,,,,,,,,,
3d2(1D)4s4p(3P°),3D°,3,77 841.906,0.007,,41,,,,37,3d2(3P)4s4p(3P°),5P°,L20009
,,,,,,,,,,,,,
3d2(3P)4s4p(3P°),y 5P°,1,77 853.84,0.20,,84,,,,12,3d2(1D)4s4p(3P°),3D°,L20009
,,2,78 006.88,0.04,,60,,,,31,3d2(1D)4s4p(3P°),3D°,L20009
,,3,78 301.06,0.04,,58,,,,35,3d2(1D)4s4p(3P°),3D°,L20009
,,,,,,,,,,,,,
3d3(2D1)4p,t 3F°,2,77 857.060,0.04,,46,,,,18,3d3(2D2)4p,3F°,L20009
,,4,77 968.921,0.011,,61,,,,24,3d3(2D2)4p,3F°,L20009
,,,,,,,,,,,,,
3d3(2D1)4p,v 3P°,2,78 416.825,0.021,,63,,,,19,3d3(2D2)4p,3P°,L20009
,,1,78 569.20,0.03,,63,,,,19,3d3(2D2)4p,3P°,L20009
,,0,78 644.221,0.023,,63,,,,19,3d3(2D2)4p,3P°,L20009
,,,,,,,,,,,,,
3d3(4F)5p,3D°,1,79 259.21†,0.04,,79,,,,6,3d3(4F)5p,5F°,L20009
,,2,79 435.13,0.03,,76,,,,5,3d3(4F)5p,5F°,L20009
,,3,79 697.04,0.03,,69,,,,13,3d3(4F)5p,5D°,L20009
,,,,,,,,,,,,,
3d3(2D1)4p,u 1F°,3,79 327.627,0.004,,73,,,,19,3d3(2D2)4p,1F°,L20009
,,,,,,,,,,,,,
3d3(4F)5p,3F°,2,79 853.67,0.03,,61,,,,13,3d3(4F)5p,5F°,L20009
,,3,80 057.65,0.03,,62,,,,9,3d3(4F)5p,5F°,L20009
,,4,80 298.09,0.03,,53,,,,30,3d3(4F)5p,5D°,L20009
,,,,,,,,,,,,,
3d2(1G)4s4p(3P°),u 3G°,3,79 881.247,0.010,,55,,,,26,3d3(4F)5p(2P°),3G°,L20009
,,4,80 013.129,0.008,,67,,,,14,3d3(4F)5p(2P°),3G°,L20009
,,,,,,,,,,,,,
3d3(4F)5p,5F°,5,80 155.588,0.017,,50,,,,42,3d2(1G)4s(2G)4p,3G°,L20009
,,,,,,,,,,,,,
3d3(4F)5p,3G°,3,80 463.13,0.03,,70,,,,27,3d2(1G)4s(2G)4p,3G°,L20009
,,4,80 595.64,0.05,,78,,,,17,3d2(1G)4s(2G)4p,3G°,L20009
,,5,80 767.68,0.03,,87,,,,10,3d2(1G)4s(2G)4p,3G°,L20009
,,,,,,,,,,,,,
3d3(4P)5s,5P,1,80 542.336,0.004,,99,,,,,,,L20009
,,2,80 623.245,0.003,,99,,,,,,,L20009
,,3,80 782.428,0.003,,99,,,,,,,L20009
,,,,,,,,,,,,,
3d3(2G)5s,3G,3,81 263.626,0.009,,99,,,,,,,L20009
,,4,81 343.013,0.004,,97,,,,,,,L20009
,,5,81 483.279,0.007,,99,,,,,,,L20009
,,,,,,,,,,,,,
3d3(4P)5s,3P,0,81 669.532,0.016,,99,,,,,,,L20009
,,1,81 736.142,0.007,,98,,,,,,,L20009
,,2,81 914.329,0.005,,99,,,,,,,L20009
,,,,,,,,,,,,,
3d3(2G)5s,1G,4,82 025.7222,0.0022,,97,,,,,,,L20009
,,,,,,,,,,,,,
3d3(2D1)4p,x 1P°,1,82 366.56†,0.07,,36,,,,19,3d2(3P)4s(2P)4p,3D°,L20009
,,,,,,,,,,,,,
3d2(3P)4s4p(3P°),r 3D°,1,82 497.795,0.015,,46,,,,22,3d3(2D1)4p,1P°,L20009
,,2,82 593.242,0.010,,74,,,,9,3d2(1D)4s4p(3P°),3D°,L20009
,,3,82 715.115,0.008,,75,,,,8,3d2(3F)4s4p(3P°),3D°,L20009
,,,,,,,,,,,,,
3d2(1G)4s4p(3P°),x 3H°,4,83 962.95,0.15,,99,,,,,,,L20009
,,5,84 137.34,0.18,,99,,,,,,,L20009
,,6,84 343.06,0.18,,99,,,,,,,L20009
,,,,,,,,,,,,,
3d3(4P)4d,5F,1,84 359.60,0.05,,47,,,,34,3d3(4P)4d,3D,L20009
,,,,,,,,,,,,,
3d2(3F)4s4p(1P°),t 3G°,3,84 395.911,0.019,,79,,,,8,3d2(1G)4s4p(3P°),3G°,L20009
,,4,84 668.080,0.006,,80,,,,7,3d2(1G)4s4p(3P°),3G°,L20009
,,5,84 996.354,0.005,,82,,,,6,3d2(1G)4s4p(3P°),3G°,L20009
,,,,,,,,,,,,,
3d3(4P)4d,3D,2,84 406.38,0.05,,40,,,,30,3d3(4P)4d,5F,L20009
,,3,84 459.912,0.012,,46,,,,31,3d3(4P)4d,5F,L20009
,,,,,,,,,,,,,
3d3(2G)4d,1F,3,84 643.381,0.013,,85,,,,9,3d3(2G)4d,3G,L20009
,,,,,,,,,,,,,
3d3(2G)4d,3I,5,84 742.30,0.05,,97,,,,,,,L20009
,,6,84 859.78,0.06,,97,,,,,,,L20009
,,7,85 005.02,0.06,,98,,,,,,,L20009
,,,,,,,,,,,,,
3d2(3P)4s4p(3P°),u 3P°,0,84 875.38,0.24,,86,,,,8,3d3(2D1)4p,3P°,L20009
,,1,84 959.58,0.11,,86,,,,8,3d3(2D1)4p,3P°,L20009
,,2,85 102.69,0.08,,76,,,,6,3d3(2D1)4p,3P°,L20009
,,,,,,,,,,,,,
3d3(2G)4d,1H,5,84 896.902,0.008,,90,,,,6,3d3(2G)4d,3H,L20009
,,,,,,,,,,,,,
3d3(4P)4d,5P,3,84 999.351,0.009,,88,,,,8,3d3(4P)4d,5D,L20009
,,2,85 045.568,0.012,,78,,,,18,3d3(4P)4d,5D,L20009
,,1,85 096.449,0.013,,64,,,,31,3d3(4P)4d,5D,L20009
,,,,,,,,,,,,,
3d3(2G)4d,3G,4,85 060.717,0.008,,86,,,,,,,L20009
,,3,85 076.89,0.07,,79,,,,10,3d3(2G)4d,1F,L20009
,,5,85 140.360,0.007,,84,,,,,,,L20009
,,,,,,,,,,,,,
3d2(3F)4s4p(1P°),s 3F°,2,85 127.827,0.013,,63,,,,16,3d3(4F)5p(2P°),3F°,L20009
,,3,85 374.535,0.007,,69,,,,16,3d3(4F)5p(2P°),3F°,L20009
,,4,85 691.918,0.005,,69,,,,16,3d3(4F)5p(2P°),3F°,L20009
,,,,,,,,,,,,,
3d3(2G)4d,3H,4,85 159.644,0.006,,89,,,,6,3d3(2H)4d,3H,L20009
,,5,85 301.914,0.006,,81,,,,7,3d3(2G)4d,1H,L20009
,,6,85 415.905,0.004,,90,,,,5,3d3(2H)4d,3H,L20009
,,,,,,,,,,,,,
3d2(3P)4s4p(3P°),u 1D°,2,85 632.995,0.010,,71,,,,11,3d2(3F)4s4p(3P°),1D°,L20009
,,,,,,,,,,,,,
3d3(4P)4d,3F,2,86 001.548,0.020,,44,,,,30,3d3(2G)4d,3F,L20009
,,3,86 113.790,0.015,,43,,,,36,3d3(2G)4d,3F,L20009
,,4,86 211.051,0.008,,42,,,,42,3d3(2G)4d,3F,L20009
,,,,,,,,,,,,,
3d3(2H)5s,3H,4,86 028.101,0.006,,98,,,,,,,L20009
,,5,86 091.730,0.005,,97,,,,,,,L20009
,,6,86 191.750,0.004,,98,,,,,,,L20009
,,,,,,,,,,,,,
3d2(3F)4s4p(1P°),q 3D°,1,86 056.143,0.017,,69,,,,7,3d3(4P)5p(2P°),3D°,L20009
,,2,86 306.361,0.010,,68,,,,7,3d3(4P)5p(2P°),3D°,L20009
,,3,86 651.64,0.09,,69,,,,7,3d3(4P)5p(2P°),3D°,L20009
,,,,,,,,,,,,,
3d3(2G)4d,1I,6,86 453.766,0.004,,87,,,,11,3d3(2H)4d,1I,L20009
,,,,,,,,,,,,,
3d3(2H)5s,1H,5,86 766.882,0.004,,97,,,,,,,L20009
,,,,,,,,,,,,,
3d3(4P)4d,3P,1,87 185.16,0.08,,50,,,,29,3d3(2P)4d,1P,L20009
,,2,87 215.86,0.05,,73,,,,13,3d3(2P)4d,3P,L20009
,,0,87 230.49,0.06,,76,,,,14,3d3(2P)4d,3P,L20009
,,,,,,,,,,,,,
3d3(2G)4d,1G,4,87 458.05,0.08,,72,,,,19,3d3(2D2)4d,1G,L20009
,,,,,,,,,,,,,
3d2(1G)4s4p(3P°),r 3F°,4,87 789.706,0.014,,91,,,,,,,L20009
,,3,87 933.474,0.022,,91,,,,,,,L20009
,,2,88 042.295,0.015,,91,,,,,,,L20009
,,,,,,,,,,,,,
3d3(2H)4d,3I,5,88 940.003,0.011,,96,,,,,,,L20009
,,6,89 005.580,0.006,,97,,,,,,,L20009
,,7,89 082.770,0.005,,98,,,,,,,L20009
,,,,,,,,,,,,,
3d3(2H)4d,1H,5,89 053.345,0.014,,96,,,,,,,L20009
,,,,,,,,,,,,,
3d3(4F3/2)4f,2[9/2]°,4,90 182.525,0.03,,93,,,,6,3d3(4F5/2)4f,2[9/2]°,L20009
,,5,90 228.190,0.023,,80,,,,16,3d3(4F5/2)4f,2[11/2]°,L20009
,,,,,,,,,,,,,
3d3(4F3/2)4f,2[5/2]°,3,90 238.938,0.017,,44,,,,48,3d3(4F3/2)4f,2[7/2]°,L20009
,,2,90 251.648,0.016,,89,,,,7,3d3(4F5/2)4f,2[5/2]°,L20009
,,,,,,,,,,,,,
3d3(4F3/2)4f,2[7/2]°,3,90 280.404,0.03,,44,,,,26,3d3(4F3/2)4f,2[5/2]°,L20009
,,4,90 310.433,0.03,,84,,,,15,3d3(4F5/2)4f,2[9/2]°,L20009
,,,,,,,,,,,,,
3d3(4F5/2)4f,2[11/2]°,6,90 355.515,0.019,,91,,,,7,3d3(4F7/2)4f,2[13/2]°,L20009
,,5,90 375.843,0.022,,78,,,,17,3d3(4F3/2)4f,2[9/2]°,L20009
,,,,,,,,,,,,,
3d3(4F5/2)4f,2[1/2]°,1,90 369.453,0.025,,57,,,,17,3d3(4F3/2)4f,2[3/2]°,L20009
,,0,90 424.894†,0.05,,91,,,,7,3d3(4F7/2)4f,2[1/2]°,L20009
,,,,,,,,,,,,,
3d3(4F5/2)4f,2[3/2]°,1,90 379.403,0.023,,66,,,,13,3d3(4F5/2)4f,2[1/2]°,L20009
,,2,90 386.920,0.023,,60,,,,18,3d3(4F5/2)4f,2[5/2]°,L20009
,,,,,,,,,,,,,
3d3(2H)4d,1F,3,90 381.50,0.08,,56,,,,28,3d3(2D2)4d,1F,L20009
,,,,,,,,,,,,,
3d3(4F5/2)4f,2[7/2]°,3,90 413.038,0.014,,50,,,,27,3d3(4F5/2)4f,2[5/2]°,L20009
,,4,90 433.288,0.013,,81,,,,8,3d3(4F5/2)4f,2[9/2]°,L20009
,,,,,,,,,,,,,
3d3(4F5/2)4f,2[9/2]°,5,90 429.474,0.017,,91,,,,,,,L20009
,,4,90 462.407,0.018,,63,,,,15,3d3(4F5/2)4f,2[7/2]°,L20009
,,,,,,,,,,,,,
3d3(4F7/2)4f,2[3/2]°,2,90 498.128,0.03,,40,,,,20,3d3(4F7/2)4f,2[5/2]°,L20009
,,1,90 668.646,0.024,,54,,,,22,3d3(4P1/2)5p,2[3/2]°,L20009
,,,,,,,,,,,,,
3d3(4F7/2)4f,2[13/2]°,7,90 529.790,0.03,,96,,,,,,,L20009
,,6,90 580.407,0.016,,66,,,,22,3d3(4F7/2)4f,2[11/2]°,L20009
,,,,,,,,,,,,,
3d3(4F5/2)4f,2[5/2]°,3,90 535.217,0.017,,12,,,,40,3d3(4F5/2)4f,2[7/2]°,L20009
,,,,,,,,,,,,,
3d3(2H)4d,1G,4,90 543.967,0.019,,52,,,,21,3d3(2D2)4d,1G,L20009
,,,,,,,,,,,,,
3d3(4F7/2)4f,2[1/2]°,1,90 552.613,0.023,,59,,,,15,3d3(4F5/2)4f,2[1/2]°,L20009
,,0,90 584.833†,0.024,,80,,,,10,3d3(4P1/2)5p,2[1/2]°,L20009
,,,,,,,,,,,,,
3d3(4F9/2)4f,2[3/2]°,2,90 608.695,0.015,,23,,,,22,3d3(4P1/2)5p,2[3/2]°,L20009
,,,,,,,,,,,,,
3d3(4F7/2)4f,2[11/2]°,6,90 610.706,0.019,,74,,,,25,3d3(4F7/2)4f,2[13/2]°,L20009
,,5,90 666.358,0.019,,77,,,,12,3d3(4F7/2)4f,2[9/2]°,L20009
,,,,,,,,,,,,,
3d3(4F7/2)4f,2[5/2]°,2,90 611.894,0.023,,54,,,,25,3d3(4F7/2)4f,2[3/2]°,L20009
,,3,90 710.061,0.018,,33,,,,29,3d3(4F9/2)4f,2[5/2]°,L20009
,,,,,,,,,,,,,
3d3(4F7/2)4f,2[7/2]°,3,90 613.460,0.017,,58,,,,13,3d3(4F5/2)4f,2[5/2]°,L20009
,,4,90 615.903,0.016,,69,,,,28,3d3(4F7/2)4f,2[9/2]°,L20009
,,,,,,,,,,,,,
3d3(4F7/2)4f,2[9/2]°,5,90 630.288,0.016,,85,,,,8,3d3(4F7/2)4f,2[11/2]°,L20009
,,4,90 657.503,0.016,,60,,,,24,3d3(4F7/2)4f,2[7/2]°,L20009
,,,,,,,,,,,,,
3d3(4F9/2)4f,2[15/2]°,8,90 746.12,0.038,,100,,,,,,,L20009
,,7,90 846.42†,0.04,,62,,,,38,3d3(4F9/2)4f,2[13/2]°,L20009
,,,,,,,,,,,,,
3d3(4F9/2)4f,2[5/2]°,2,90 792.54†,0.03,,67,,,,12,3d3(4F9/2)4f,2[3/2]°,L20009
,,,,,,,,,,,,,
3d3(4F9/2)4f,2[7/2]°,3,90 796.047,0.017,,58,,,,11,3d3(2G9/2)5p,2[7/2]°,L20009
,,4,90 853.419,0.015,,87,,,,11,3d3(4F9/2)4f,2[9/2]°,L20009
,,,,,,,,,,,,,
3d3(4P)5p,5D°,3,90 845.740,0.015,,39,,,,19,3d3(4F)4f,5D°,L20009
,,,,,,,,,,,,,
3d3(4F9/2)4f,2[13/2]°,7,90 846.401,0.023,,61,,,,36,3d3(4F9/2)4f,2[15/2]°,L20009
,,6,90 917.280,0.017,,80,,,,17,3d3(4F9/2)4f,2[11/2]°,L20009
,,,,,,,,,,,,,
3d3(4F9/2)4f,2[11/2]°,6,90 861.115,0.025,,82,,,,16,3d3(4F9/2)4f,2[13/2]°,L20009
,,5,90 932.873,0.018,,77,,,,11,3d3(4F9/2)4f,2[9/2]°,L20009
,,,,,,,,,,,,,
3d3(4F9/2)4f,2[9/2]°,5,90 874.941,0.017,,88,,,,11,3d3(4F9/2)4f,2[11/2]°,L20009
,,4,90 881.753,0.016,,79,,,,9,3d3(4F9/2)4f,2[7/2]°,L20009
,,,,,,,,,,,,,
3d3(4F)6s,3F,2,91 228.554,0.019,,97,,,,,,,L20009
,,3,91 445.745,0.022,,96,,,,,,,L20009
,,4,91 711.733,0.021,,97,,,,,,,L20009
,,,,,,,,,,,,,
3d3(4F)5d,3D,3,93 806.17,0.08,,33,,,,20,3d3(2H)4d,1F,L20009
,,,,,,,,,,,,,
3d3(2H)4d,1I,6,94 041.892,0.006,,81,,,,9,3d3(2G)4d,1I,L20009
,,,,,,,,,,,,,
V III (3d3 4F3/2),Limit,---,118 030,60,,,,,,,,,L20009
